code,name,sigunguCode
11060800,청량리동,11060
24030640,주월1동,24030
24030650,주월2동,24030
24030710,진월동,24030
24030670,송암동,24030
24030680,봉선1동,24030
24030690,봉선2동,24030
24030700,대촌동,24030
24040510,중흥1동,24040
24040520,중흥2동,24040
24040530,중흥3동,24040
24040540,중앙동,24040
24040550,임동,24040
24040560,신안동,24040
24040570,용봉동,24040
24040580,운암1동,24040
24040590,운암2동,24040
24040600,운암3동,24040
24040610,동림동,24040
11060710,회기동,11060
24040620,우산동,24040
24040630,풍향동,24040
24040640,문화동,24040
24040650,문흥1동,24040
24040660,문흥2동,24040
24040670,두암1동,24040
24040680,두암2동,24040
24040690,두암3동,24040
24040700,삼각동,24040
24040780,일곡동,24040
11060720,휘경1동,11060
24040710,매곡동,24040
24040720,오치1동,24040
24040730,오치2동,24040
24040740,석곡동,24040
24040810,건국동,24040
24040800,양산동,24040
24050511,송정1동,24050
24050512,송정2동,24050
11060730,휘경2동,11060
24050540,도산동,24050
24050513,신흥동,24050
24050514,어룡동,24050
24050580,우산동,24050
24050590,월곡1동,24050
24050600,월곡2동,24050
24050515,비아동,24050
24050690,첨단1동,24050
24050516,첨단2동,24050
24050740,신가동,24050
11060890,이문1동,11060
24050517,수완동,24050
24050521,신창동,24050
24050710,운남동,24050
24050630,하남동,24050
24050518,임곡동,24050
24050650,동곡동,24050
24050660,평동,24050
24050670,삼도동,24050
24050519,본량동,24050
11060900,이문2동,11060
25010760,중앙동,25010
25010770,신인동,25010
25010530,효동,25010
25010550,판암1동,25010
25010560,판암2동,25010
11010600,가회동,11010
25010570,용운동,25010
25010780,대동,25010
25010600,자양동,25010
25010630,가양1동,25010
25010640,가양2동,25010
25010650,용전동,25010
25010790,성남동,25010
25010680,홍도동,25010
25010800,삼성동,25010
25010730,대청동,25010
25010750,산내동,25010
25020510,은행선화동,25020
25020530,목동,25020
25020540,중촌동,25020
25020550,대흥동,25020
25020560,문창동,25020
25020570,석교동,25020
25020580,대사동,25020
25020590,부사동,25020
25020600,용두동,25020
25020620,오류동,25020
25020630,태평1동,25020
25020640,태평2동,25020
25020650,유천1동,25020
25020660,유천2동,25020
11070710,면목본동,11070
25020670,문화1동,25020
25020680,문화2동,25020
25020690,산성동,25020
25030510,복수동,25030
25030520,도마1동,25030
25030530,도마2동,25030
25030540,정림동,25030
25030550,변동,25030
25030560,용문동,25030
25030570,탄방동,25030
25030740,둔산3동,25030
25030590,둔산1동,25030
25030600,둔산2동,25030
25030610,괴정동,25030
25030620,가장동,25030
25030630,내동,25030
25030640,갈마1동,25030
25030650,갈마2동,25030
11070520,면목2동,11070
25030660,월평1동,25030
25030670,월평2동,25030
25030680,월평3동,25030
25030690,만년동,25030
25030511,가수원동,25030
25030720,관저1동,25030
25030730,관저2동,25030
25030710,기성동,25030
11070720,면목3·8동,11070
25040680,진잠동,25040
25040640,온천1동,25040
25040710,원신흥동,25040
25040540,온천2동,25040
25040590,노은1동,25040
25040660,노은2동,25040
25040670,노은3동,25040
25040550,신성동,25040
25040570,전민동,25040
25040610,구즉동,25040
25040630,관평동,25040
25050510,오정동,25050
25050520,대화동,25050
25050530,회덕동,25050
25050540,비래동,25050
25050620,송촌동,25050
25050550,중리동,25050
25050560,법1동,25050
11070540,면목4동,11070
25050570,법2동,25050
25050580,신탄진동,25050
25050590,석봉동,25050
25050600,덕암동,25050
25050610,목상동,25050
26010510,학성동,26010
11070550,면목5동,11070
26010520,반구1동,26010
26010530,반구2동,26010
26010540,복산1동,26010
26010550,복산2동,26010
26010660,성안동,26010
26010670,중앙동,26010
26010590,우정동,26010
26010600,태화동,26010
26010610,다운동,26010
11010610,종로1·2·3·4가동,11010
11070570,면목7동,11070
26010620,병영1동,26010
26010630,병영2동,26010
26010640,약사동,26010
26020510,신정1동,26020
26020520,신정2동,26020
26020530,신정3동,26020
26020540,신정4동,26020
26020550,신정5동,26020
11070590,상봉1동,11070
26020560,달동,26020
26020570,삼산동,26020
26020580,삼호동,26020
26020590,무거동,26020
26020600,옥동,26020
26020610,야음장생포동,26020
26020620,대현동,26020
26020630,수암동,26020
26020640,선암동,26020
11070600,상봉2동,11070
26030510,방어동,26030
26030520,일산동,26030
26030530,화정동,26030
26030540,대송동,26030
26030550,전하1동,26030
26030610,전하2동,26030
26030580,남목1동,26030
26030590,남목2동,26030
11070610,중화1동,11070
26030600,남목3동,26030
26040510,농소1동,26040
26040520,농소2동,26040
26040530,농소3동,26040
26040540,강동동,26040
26040560,효문동,26040
26040570,송정동,26040
26040580,양정동,26040
11070620,중화2동,11070
26040590,염포동,26040
26510110,온산읍,26510
26510120,언양읍,26510
26510130,온양읍,26510
26510140,범서읍,26510
26510310,서생면,26510
26510150,청량읍,26510
26510340,웅촌면,26510
26510360,두동면,26510
26510370,두서면,26510
26510380,상북면,26510
26510160,삼남읍,26510
26510400,삼동면,26510
29010110,조치원읍,29010
11070640,묵1동,11070
29010311,연기면,29010
29010312,연동면,29010
29010330,부강면,29010
29010340,금남면,29010
29010350,장군면,29010
29010360,연서면,29010
29010370,전의면,29010
29010380,전동면,29010
29010390,소정면,29010
29010610,한솔동,29010
11070650,묵2동,11070
29010521,새롬동,29010
29010660,보람동,29010
29010640,대평동,29010
29010710,소담동,29010
29010514,도담동,29010
29010590,아름동,29010
29010600,고운동,29010
29010560,종촌동,29010
11070730,망우본동,11070
31011540,파장동,31011
31011550,율천동,31011
31011560,정자1동,31011
31011620,정자3동,31011
31011570,정자2동,31011
31011580,영화동,31011
31011590,송죽동,31011
31011600,조원1동,31011
31011630,조원2동,31011
31011610,연무동,31011
31012520,세류1동,31012
11010630,종로5·6가동,11010
11070680,망우3동,11070
31012530,세류2동,31012
31012540,세류3동,31012
31012550,평동,31012
31012560,서둔동,31012
31012570,구운동,31012
31012650,금곡동,31012
31012660,호매실동,31012
31012600,권선1동,31012
11070690,신내1동,11070
31012640,권선2동,31012
31012610,곡선동,31012
31012620,입북동,31012
31013720,행궁동,31013
31013670,매교동,31013
11070700,신내2동,11070
31013690,고등동,31013
31013700,화서1동,31013
31013710,화서2동,31013
31013530,지동,31013
31013540,우만1동,31013
31013550,우만2동,31013
31013560,인계동,31013
31014510,매탄1동,31014
31014520,매탄2동,31014
31014530,매탄3동,31014
31014540,매탄4동,31014
31014600,원천동,31014
31014620,광교1동,31014
31014630,광교2동,31014
31014640,영통1동,31014
31014650,영통2동,31014
31014660,영통3동,31014
31014670,망포1동,31014
11080810,성북동,11080
31021510,신흥1동,31021
31021520,신흥2동,31021
31021530,신흥3동,31021
31021540,태평1동,31021
31021550,태평2동,31021
31021560,태평3동,31021
31021570,태평4동,31021
31021580,수진1동,31021
31021590,수진2동,31021
31021600,단대동,31021
31021610,산성동,31021
31021620,양지동,31021
31021670,복정동,31021
31021680,위례동,31021
31021640,신촌동,31021
31021650,고등동,31021
31021660,시흥동,31021
11080820,삼선동,11080
31022510,성남동,31022
31022530,금광1동,31022
31022540,금광2동,31022
31022550,은행1동,31022
31022560,은행2동,31022
31022570,상대원1동,31022
31022580,상대원2동,31022
31022590,상대원3동,31022
31022600,하대원동,31022
31022610,도촌동,31022
31022620,중앙동,31022
31023510,분당동,31023
31023520,수내3동,31023
31023530,수내1동,31023
31023540,수내2동,31023
31023550,정자2동,31023
31023560,정자3동,31023
31023770,정자1동,31023
31023780,정자동,31023
31023580,서현1동,31023
31023590,서현2동,31023
31023600,이매1동,31023
31023610,이매2동,31023
31023620,야탑1동,31023
31023630,야탑3동,31023
11010640,이화동,11010
11080830,동선동,11080
31023640,야탑2동,31023
31023750,판교동,31023
31023760,백현동,31023
31023740,삼평동,31023
31023710,금곡동,31023
31023720,구미1동,31023
31023670,구미동,31023
31023680,운중동,31023
31030690,의정부1동,31030
31030520,의정부2동,31030
31030690,의정부1동,31030
31030550,호원1동,31030
31030650,호원2동,31030
31030560,장암동,31030
31030570,신곡1동,31030
31030580,신곡2동,31030
31030590,송산1동,31030
31030700,송산2동,31030
11080580,돈암1동,11080
31030600,자금동,31030
31030680,가능동,31030
31030670,흥선동,31030
31030640,녹양동,31030
31041510,안양1동,31041
31041520,안양2동,31041
11080590,돈암2동,11080
31041530,안양3동,31041
31041540,안양4동,31041
31041550,안양5동,31041
31041560,안양6동,31041
31041570,안양7동,31041
31041580,안양8동,31041
31041590,안양9동,31041
31041600,석수1동,31041
31041610,석수2동,31041
31041620,석수3동,31041
11080600,안암동,11080
31041630,박달1동,31041
31041640,박달2동,31041
31042510,비산1동,31042
31042520,비산2동,31042
31042530,비산3동,31042
31042540,부흥동,31042
31042550,달안동,31042
31042560,관양1동,31042
11080610,보문동,11080
31042570,관양2동,31042
31042580,부림동,31042
31042590,평촌동,31042
31042600,평안동,31042
31042610,귀인동,31042
31042620,호계1동,31042
31042630,호계2동,31042
31042640,호계3동,31042
31042650,범계동,31042
31042660,신촌동,31042
11080620,정릉1동,11080
31042670,갈산동,31042
31050870,심곡동,31051
31050870,심곡동,31051
31050870,심곡동,31051
31050870,심곡동,31051
31050870,심곡동,31051
31050880,부천동,31051
11080630,정릉2동,11080
31050880,부천동,31051
31050880,부천동,31051
31050880,부천동,31051
31050880,부천동,31051
31050890,중동,31051
31050890,중동,31051
31050910,상동,31051
31050900,신중동,31051
31050900,신중동,31051
31050900,신중동,31051
11080640,정릉3동,11080
31050900,신중동,31051
31050900,신중동,31051
31050910,상동,31051
31050910,상동,31051
31050920,대산동,31052
31050920,대산동,31052
31050930,소사본동,31052
31050930,소사본동,31052
11080650,정릉4동,11080
31050940,범안동,31052
31050940,범안동,31052
31050940,범안동,31052
31050920,대산동,31052
31050920,대산동,31052
31050950,성곡동,31053
31050950,성곡동,31053
31050950,성곡동,31053
31050960,오정동,31053
11010730,혜화동,11010
11080660,길음1동,11080
31050960,오정동,31053
31050960,오정동,31053
31050960,오정동,31053
31060510,광명1동,31060
31060520,광명2동,31060
31060530,광명3동,31060
31060540,광명4동,31060
31060550,광명5동,31060
31060560,광명6동,31060
31060570,광명7동,31060
31060580,철산1동,31060
31060590,철산2동,31060
31060600,철산3동,31060
31060610,철산4동,31060
31060620,하안1동,31060
31060630,하안2동,31060
31060640,하안3동,31060
31060650,하안4동,31060
11080680,길음2동,11080
31060660,소하1동,31060
31060690,소하2동,31060
31060680,학온동,31060
31070110,팽성읍,31070
31070120,안중읍,31070
31070130,포승읍,31070
31070310,진위면,31070
31070320,서탄면,31070
11080840,종암동,11080
31070330,고덕면,31070
31070340,오성면,31070
31070140,청북읍,31070
31070370,현덕면,31070
31070510,중앙동,31070
31070520,서정동,31070
31070530,송탄동,31070
31070550,지산동,31070
31070560,송북동,31070
31070570,신장1동,31070
31070580,신장2동,31070
31070590,신평동,31070
31070600,원평동,31070
31070610,통복동,31070
31070670,비전1동,31070
31070650,비전2동,31070
31070640,세교동,31070
31080510,생연1동,31080
11080710,월곡1동,11080
31080520,생연2동,31080
31080530,중앙동,31080
31080550,보산동,31080
31080560,불현동,31080
31080610,송내동,31080
31080580,소요동,31080
31080600,상패동,31080
31091510,일동,31091
31091740,이동,31091
31091760,사동,31091
31091780,해양동,31091
31091770,사이동,31091
31091540,본오1동,31091
31091550,본오2동,31091
31091560,본오3동,31091
31091570,부곡동,31091
31091580,월피동,31091
31091620,성포동,31091
31091710,반월동,31091
31091730,안산동,31091
31092590,와동,31092
31092740,고잔동,31092
31092730,호수동,31092
31092750,중앙동,31092
31092760,원곡동,31092
11080720,월곡2동,11080
31092770,신길동,31092
31092780,백운동,31092
31092660,초지동,31092
31092680,선부1동,31092
31092690,선부2동,31092
31092700,선부3동,31092
31092720,대부동,31092
31101510,주교동,31101
31101520,원신동,31101
31101511,흥도동,31101
31101540,성사1동,31101
31101550,성사2동,31101
31101560,효자동,31101
31101512,삼송1동,31101
31101580,창릉동,31101
31101590,고양동,31101
31101600,관산동,31101
11080760,장위1동,11080
31101610,능곡동,31101
31101620,화정1동,31101
31101630,화정2동,31101
31101640,행주동,31101
31101650,행신1동,31101
31101660,행신2동,31101
31101514,행신3동,31101
31101670,화전동,31101
31101680,대덕동,31101
11080770,장위2동,11080
31103510,식사동,31103
31103511,중산1동,31103
31103530,정발산동,31103
31103540,풍산동,31103
31103550,백석1동,31103
31103610,백석2동,31103
31103560,마두1동,31103
31103570,마두2동,31103
31103580,장항1동,31103
11080780,장위3동,11080
31103590,장항2동,31103
31103600,고봉동,31103
31104510,일산1동,31104
31104511,탄현1동,31104
31104520,일산2동,31104
31104530,일산3동,31104
31104550,주엽1동,31104
31104560,주엽2동,31104
11080850,석관동,11080
31104570,대화동,31104
31104580,송포동,31104
31104513,덕이동,31104
31110510,중앙동,31110
31110521,갈현동,31110
31110530,별양동,31110
31110540,부림동,31110
31110550,과천동,31110
31110560,문원동,31110
31120510,갈매동,31120
31120520,동구동,31120
31120530,인창동,31120
31120540,교문1동,31120
31120550,교문2동,31120
31120560,수택1동,31120
31120570,수택2동,31120
31120580,수택3동,31120
31130110,와부읍,31130
31130120,진접읍,31130
31130111,화도읍,31130
31130140,진건읍,31130
31130150,오남읍,31130
31130310,별내면,31130
31130160,퇴계원읍,31130
31130340,수동면,31130
31130350,조안면,31130
31130510,호평동,31130
31130520,평내동,31130
31130530,금곡동,31130
31130540,양정동,31130
31130590,다산2동,31130
31130580,다산1동,31130
31130570,별내동,31130
11090690,삼양동,11090
31140510,중앙동,31140
31140520,대원동,31140
31140530,남촌동,31140
31140540,신장동,31140
31140550,세마동,31140
31140560,초평동,31140
31150510,대야동,31150
31150520,신천동,31150
31150530,신현동,31150
31150540,은행동,31150
31150550,매화동,31150
31150560,목감동,31150
31150680,군자동,31150
31150690,월곶동,31150
31150640,정왕본동,31150
31150650,정왕1동,31150
31150611,정왕2동,31150
11090700,미아동,11090
31150620,정왕3동,31150
31150720,정왕4동,31150
31150590,과림동,31150
31150700,연성동,31150
31150710,장곡동,31150
31150670,능곡동,31150
31160510,군포1동,31160
31160520,군포2동,31160
11010670,창신1동,11010
11090710,송중동,11090
31160540,산본1동,31160
31160550,산본2동,31160
31160560,금정동,31160
31160570,재궁동,31160
31160580,오금동,31160
31160590,수리동,31160
31160600,궁내동,31160
31160610,광정동,31160
31160630,대야동,31160
31170510,고천동,31170
31170520,부곡동,31170
31170530,오전동,31170
31170540,내손1동,31170
31170550,내손2동,31170
31170560,청계동,31170
31180510,천현동,31180
11090720,송천동,11090
31180520,신장1동,31180
31180530,신장2동,31180
31180540,덕풍1동,31180
31180550,덕풍2동,31180
31180560,덕풍3동,31180
31180611,미사3동,31180
31180620,미사 1동,31180
31180630,미사 2동,31180
31180660,감북동,31180
31180650,위례동,31180
31180590,춘궁동,31180
31180600,초이동,31180
31191110,포곡읍,31191
31191120,모현읍,31191
31191140,남사읍,31191
31191130,이동읍,31191
31191340,원삼면,31191
11090730,삼각산동,11090
31191350,백암면,31191
31191360,양지면,31191
31191510,중앙동,31191
31191550,역북동,31191
31191530,유림동,31191
31191540,동부동,31191
31192610,신갈동,31192
31192630,영덕1동,31192
11090600,번1동,11090
31192520,구갈동,31192
31192650,상갈동,31192
31192540,기흥동,31192
31192550,서농동,31192
31192560,구성동,31192
31192570,마북동,31192
31192670,동백1동,31192
31192600,상하동,31192
31192590,보정동,31192
11090610,번2동,11090
31193510,풍덕천1동,31193
31193520,풍덕천2동,31193
31193530,신봉동,31193
31193600,죽전1동,31193
31193550,죽전2동,31193
31193560,동천동,31193
31193620,상현1동,31193
31193580,상현2동,31193
31193590,성복동,31193
11090620,번3동,11090
31200110,문산읍,31200
31200120,파주읍,31200
31200130,법원읍,31200
31200511,교하동,31200
31200512,운정1동,31200
31200570,운정2동,31200
31200513,운정3동,31200
31200150,조리읍,31200
11090630,수유1동,11090
31200390,장단면,31200
31200390,장단면,31200
31200390,장단면,31200
31200310,월롱면,31200
31200320,탄현면,31200
31200350,광탄면,31200
31200360,파평면,31200
31200370,적성면,31200
31200390,장단면,31200
31200530,금촌1동,31200
11090640,수유2동,11090
31200540,금촌3동,31200
31200520,금촌2동,31200
31210110,장호원읍,31210
31210120,부발읍,31210
31210310,신둔면,31210
31210320,백사면,31210
31210330,호법면,31210
31210340,마장면,31210
11010680,창신2동,11010
11090650,수유3동,11090
31210350,대월면,31210
31210360,모가면,31210
31210370,설성면,31210
31210380,율면,31210
31210510,창전동,31210
31210540,증포동,31210
31210520,중리동,31210
31210530,관고동,31210
11090740,우이동,11090
31220110,공도읍,31220
31220310,보개면,31220
31220320,금광면,31220
31220330,서운면,31220
31220340,미양면,31220
31220350,대덕면,31220
31220360,양성면,31220
31220380,원곡면,31220
31220390,일죽면,31220
31220400,죽산면,31220
11090750,인수동,11090
31220410,삼죽면,31220
31220420,고삼면,31220
31220510,안성1동,31220
31220520,안성2동,31220
31220530,안성3동,31220
31230110,통진읍,31230
31230120,고촌읍,31230
31230130,양촌읍,31230
31230340,대곶면,31230
31230350,월곶면,31230
31230360,하성면,31230
31230610,김포본동,31230
31230620,장기본동,31230
31230600,운양동,31230
31230630,구래동,31230
31230560,장기동,31230
31230530,사우동,31230
31230540,풍무동,31230
31240520,진안동,31240
31240530,병점1동,31240
31240540,병점2동,31240
31240550,반월동,31240
31240560,기배동,31240
31240570,화산동,31240
31240120,봉담읍,31240
31240130,우정읍,31240
31240310,매송면,31240
31240330,비봉면,31240
31240150,남양읍,31240
31240350,마도면,31240
31240360,송산면,31240
31240370,서신면,31240
31240380,팔탄면,31240
31240390,장안면,31240
31240140,향남읍,31240
31240420,양감면,31240
11100510,쌍문1동,11100
31240430,정남면,31240
31240700,동탄6동,31240
31240610,동탄1동,31240
31240600,동탄2동,31240
31240620,동탄3동,31240
31240640,동탄4동,31240
31240650,동탄5동,31240
31240670,새솔동,31240
11100520,쌍문2동,11100
31250110,오포읍,31250
31250120,초월읍,31250
31250140,곤지암읍,31250
31250340,도척면,31250
31250350,퇴촌면,31250
31250360,남종면,31250
31250380,남한산성면,31250
31250540,경안동,31250
31250550,송정동,31250
31250580,광남1동,31250
11100530,쌍문3동,11100
31260110,백석읍,31260
31260310,은현면,31260
31260320,남면,31260
31260330,광적면,31260
31260340,장흥면,31260
31260510,양주1동,31260
31260520,양주2동,31260
31260530,회천1동,31260
11100540,쌍문4동,11100
31260540,회천2동,31260
31260550,회천3동,31260
31260560,회천4동,31260
31270110,소흘읍,31270
31270310,군내면,31270
31270320,내촌면,31270
31270330,가산면,31270
31270340,신북면,31270
11010690,창신3동,11010
11100550,방학1동,11100
31270350,창수면,31270
31270360,영중면,31270
31270370,일동면,31270
31270380,이동면,31270
31270390,영북면,31270
31270400,관인면,31270
31270410,화현면,31270
31270510,포천동,31270
31270520,선단동,31270
11100560,방학2동,11100
31280510,여흥동,31280
31280520,중앙동,31280
31280530,오학동,31280
31280310,점동면,31280
31280110,가남읍,31280
31280390,세종대왕면,31280
31280330,흥천면,31280
31280340,금사면,31280
31280350,산북면,31280
11100570,방학3동,11100
31280360,대신면,31280
31280370,북내면,31280
31280380,강천면,31280
31550110,연천읍,31550
31550120,전곡읍,31550
31550310,군남면,31550
31550320,청산면,31550
31550330,백학면,31550
31550340,미산면,31550
31550350,왕징면,31550
31550360,신서면,31550
31550370,중면,31550
31550380,장남면,31550
31570110,가평읍,31570
31570310,설악면,31570
31570320,청평면,31570
11100590,창1동,11100
31570330,상면,31570
31570360,조종면,31570
31570350,북면,31570
31580110,양평읍,31580
31580310,강상면,31580
31580320,강하면,31580
31580330,양서면,31580
31580340,옥천면,31580
11100600,창2동,11100
31580350,서종면,31580
31580360,단월면,31580
31580370,청운면,31580
31580380,양동면,31580
31580390,지평면,31580
31580400,용문면,31580
31580410,개군면,31580
11100610,창3동,11100
32010110,신북읍,32010
32010310,동면,32010
32010320,동산면,32010
32010330,신동면,32010
32010340,동내면,32010
32010350,남면,32010
32010360,남산면,32010
32010370,서면,32010
32010380,사북면,32010
11100620,창4동,11100
32010390,북산면,32010
32010520,교동,32010
32010530,조운동,32010
32010540,약사명동,32010
32010570,근화동,32010
32010580,소양동,32010
32010600,후평1동,32010
32010610,후평2동,32010
32010620,후평3동,32010
32010630,효자1동,32010
11100630,창5동,11100
32010640,효자2동,32010
32010650,효자3동,32010
32010660,석사동,32010
32010670,퇴계동,32010
32010680,강남동,32010
32010710,신사우동,32010
32020110,문막읍,32020
32020310,소초면,32020
11100640,도봉1동,11100
32020320,호저면,32020
32020330,지정면,32020
32020340,부론면,32020
32020350,귀래면,32020
32020360,흥업면,32020
32020370,판부면,32020
32020380,신림면,32020
32020510,중앙동,32020
32020520,원인동,32020
32020530,개운동,32020
11010700,숭인1동,11010
11100650,도봉2동,11100
32020540,명륜1동,32020
32020550,명륜2동,32020
32020560,단구동,32020
32020570,일산동,32020
32020580,학성동,32020
32020600,단계동,32020
32020610,우산동,32020
32020620,태장1동,32020
32020630,태장2동,32020
32020640,봉산동,32020
32020660,행구동,32020
32020670,무실동,32020
32020680,반곡관설동,32020
32030110,주문진읍,32030
32030310,성산면,32030
32030320,왕산면,32030
32030330,구정면,32030
32030340,강동면,32030
32030350,옥계면,32030
32030360,사천면,32030
32030370,연곡면,32030
32030510,홍제동,32030
32030520,중앙동,32030
32030540,옥천동,32030
32030550,교1동,32030
32030560,교2동,32030
32030570,포남1동,32030
32030580,포남2동,32030
11110510,월계1동,11110
32030590,초당동,32030
32030600,송정동,32030
32030610,내곡동,32030
32030620,강남동,32030
32030650,성덕동,32030
32030670,경포동,32030
32040510,천곡동,32040
32040520,송정동,32040
11110520,월계2동,11110
32040530,북삼동,32040
32040540,부곡동,32040
32040550,동호동,32040
32040570,발한동,32040
32040590,묵호동,32040
32040600,북평동,32040
32040630,망상동,32040
32040650,삼화동,32040
11110530,월계3동,11110
32050510,황지동,32050
32050520,황연동,32050
32050530,삼수동,32050
32050540,상장동,32050
32050550,구문소동,32050
32050560,장성동,32050
32050580,철암동,32050
32050620,문곡소도동,32050
32060510,영랑동,32060
32060520,동명동,32060
32060540,금호동,32060
32060560,교동,32060
32060570,노학동,32060
32060580,조양동,32060
32060590,청호동,32060
32060600,대포동,32060
11110790,공릉1동,11110
32070110,도계읍,32070
32070120,원덕읍,32070
32070310,근덕면,32070
32070320,하장면,32070
32070330,노곡면,32070
32070340,미로면,32070
32070350,가곡면,32070
32070360,신기면,32070
32070510,남양동,32070
32070520,성내동,32070
32070530,교동,32070
32070540,정라동,32070
32510110,홍천읍,32510
32510310,화촌면,32510
32510320,두촌면,32510
32510330,내촌면,32510
32510340,서석면,32510
32510400,영귀미면,32510
11110560,공릉2동,11110
32510360,남면,32510
32510370,서면,32510
32510380,북방면,32510
32510390,내면,32510
32520110,횡성읍,32520
32520310,우천면,32520
32520320,안흥면,32520
32520330,둔내면,32520
11010710,숭인2동,11010
11110580,하계1동,11110
32520340,갑천면,32520
32520350,청일면,32520
32520360,공근면,32520
32520370,서원면,32520
32520380,강림면,32520
